node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,lof_score_raw,lof_score,majority_label,is_malicious
172.217.10.34,12.0,6.0,6.0,431.0,7.0,12.0,431.0,42.05948168962618,1.0,0.49999999995833333,1.0154413318612292,4.431749302594398e-11,BENIGN,False
172.217.6.206,15.0,8.0,7.0,431.0,9.0,15.0,431.0,41.593268686170845,1.125,0.5333333332977778,1.0154413318612292,4.431749302594398e-11,BENIGN,False
151.101.2.49,4.0,2.0,2.0,61.0,3.0,4.0,61.0,16.643316977093235,1.0,0.499999999875,1.0151132100336304,4.430317261535008e-11,BENIGN,False
216.58.219.195,4.0,2.0,2.0,61.0,3.0,4.0,61.0,16.643316977093235,1.0,0.499999999875,1.0151132100336304,4.430317261535008e-11,BENIGN,False
172.217.10.102,8.0,4.0,4.0,893.0,5.0,8.0,893.0,89.1739872384318,1.0,0.4999999999375,1.0150778052982148,4.4301627426016505e-11,BENIGN,False
146.88.138.32,2.0,1.0,1.0,112.0,2.0,2.0,112.0,14.832396974191326,1.0,0.49999999975,1.0148734424764314,4.4292708301252745e-11,BENIGN,False
54.231.48.184,2.0,1.0,1.0,20.0,2.0,2.0,20.0,7.1414284285428495,1.0,0.49999999975,1.0148665906215706,4.429240926179031e-11,BENIGN,False
123.30.108.122,2.0,1.0,1.0,20.0,2.0,2.0,20.0,7.1414284285428495,1.0,0.49999999975,1.0148665906215706,4.429240926179031e-11,BENIGN,False
95.154.251.137,2.0,1.0,1.0,20.0,2.0,2.0,20.0,7.1414284285428495,1.0,0.49999999975,1.0148665906215706,4.429240926179031e-11,BENIGN,False
172.217.10.227,6.0,3.0,3.0,100.0,4.0,6.0,100.0,18.920887928424506,1.0,0.49999999991666666,1.0146766052969673,4.4284117622446955e-11,BENIGN,False
172.217.11.35,9.0,4.0,5.0,163.0,6.0,9.0,163.0,20.78460969082653,0.8333333333333334,0.4444444443950617,1.0145811069181323,4.427994973149627e-11,BENIGN,False
180.211.73.104,2.0,1.0,1.0,235.0,2.0,2.0,235.0,21.587033144922902,1.0,0.49999999975,1.014422315410226,4.427301950192672e-11,BENIGN,False
172.217.11.36,2.0,1.0,1.0,39.0,2.0,2.0,39.0,10.392304845413264,1.0,0.49999999975,1.0141959532049811,4.4263140245353726e-11,BENIGN,False
52.84.145.123,2.0,1.0,1.0,39.0,2.0,2.0,39.0,10.392304845413264,1.0,0.49999999975,1.0141959532049811,4.4263140245353726e-11,BENIGN,False
93.190.69.32,2.0,1.0,1.0,39.0,2.0,2.0,39.0,10.392304845413264,1.0,0.49999999975,1.0141959532049811,4.4263140245353726e-11,BENIGN,False
23.192.61.7,2.0,1.0,1.0,33.0,2.0,2.0,33.0,10.77032961426901,1.0,0.49999999975,1.0141248031088665,4.426003500058043e-11,BENIGN,False
108.168.174.48,2.0,1.0,1.0,33.0,2.0,2.0,33.0,10.77032961426901,1.0,0.49999999975,1.0141248031088665,4.426003500058043e-11,BENIGN,False
52.84.4.64,2.0,1.0,1.0,33.0,2.0,2.0,33.0,10.77032961426901,1.0,0.49999999975,1.0141248031088665,4.426003500058043e-11,BENIGN,False
152.163.64.1,2.0,1.0,1.0,33.0,2.0,2.0,33.0,10.77032961426901,1.0,0.49999999975,1.0141248031088665,4.426003500058043e-11,BENIGN,False
52.216.20.219,2.0,1.0,1.0,33.0,2.0,2.0,33.0,10.77032961426901,1.0,0.49999999975,1.0141248031088665,4.426003500058043e-11,BENIGN,False
104.16.24.216,7.0,2.0,5.0,195.0,6.0,7.0,195.0,24.617067250182338,0.5,0.2857142856734694,1.01403674723601,4.425619192722033e-11,BENIGN,False
212.48.7.24,2.0,1.0,1.0,80.0,2.0,2.0,80.0,22.60530911091463,1.0,0.49999999975,1.0138569220608207,4.424834371315095e-11,BENIGN,False
104.37.178.2,2.0,1.0,1.0,162.0,2.0,2.0,162.0,40.755367744629666,1.0,0.49999999975,1.0138273795736983,4.424705437330833e-11,BENIGN,False
37.140.238.33,2.0,1.0,1.0,116.0,2.0,2.0,116.0,32.55764119219942,1.0,0.49999999975,1.0137479643920186,4.4243588410628054e-11,BENIGN,False
195.216.249.67,2.0,1.0,1.0,101.0,2.0,2.0,101.0,19.697715603592208,1.0,0.49999999975,1.0136299578171797,4.423843818146823e-11,BENIGN,False
52.69.3.207,2.0,1.0,1.0,86.0,2.0,2.0,86.0,20.12461179749811,1.0,0.49999999975,1.0135974700443302,4.4237020298818084e-11,BENIGN,False
153.149.96.48,4.0,2.0,2.0,56.0,3.0,4.0,56.0,10.198039027185569,1.0,0.499999999875,1.0134012708594689,4.422845746437953e-11,BENIGN,False
52.84.26.81,2.0,1.0,1.0,39.0,2.0,2.0,39.0,13.038404810405298,1.0,0.49999999975,1.0132598203170908,4.4222284056592535e-11,BENIGN,False
34.192.59.112,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.013226409189374,4.422082587543216e-11,BENIGN,False
50.16.137.45,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.013226409189374,4.422082587543216e-11,BENIGN,False
216.239.120.246,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.013226409189374,4.422082587543216e-11,BENIGN,False
202.232.238.37,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.013226409189374,4.422082587543216e-11,BENIGN,False
23.111.11.211,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.013226409189374,4.422082587543216e-11,BENIGN,False
1.193.219.24,2.0,1.0,1.0,28.0,2.0,2.0,28.0,9.797958971132713,1.0,0.49999999975,1.013226409189374,4.422082587543216e-11,BENIGN,False
23.203.96.167,4.0,2.0,2.0,105.0,3.0,4.0,105.0,19.235384061671343,1.0,0.499999999875,1.0131922962012727,4.4219337062573327e-11,BENIGN,False
172.217.11.3,12.0,6.0,6.0,277.0,7.0,12.0,277.0,29.444863728670917,1.0,0.49999999995833333,1.0130628402425064,4.42136871413324e-11,BENIGN,False
151.101.0.68,8.0,4.0,4.0,115.0,5.0,8.0,115.0,19.052558883257646,1.0,0.4999999999375,1.0130175489353455,4.421171046663317e-11,BENIGN,False
23.194.141.198,4.0,2.0,2.0,624.0,3.0,4.0,624.0,95.83318840568741,1.0,0.499999999875,1.0130054891702518,4.4211184135334e-11,BENIGN,False
185.167.164.37,6.0,3.0,3.0,97.0,4.0,6.0,97.0,16.61324772583615,1.0,0.49999999991666666,1.0129510076898336,4.4208806368590896e-11,BENIGN,False
104.28.12.116,2.0,1.0,1.0,243.0,2.0,2.0,243.0,21.95449840010015,1.0,0.49999999975,1.0129314148002548,4.4207951264785265e-11,BENIGN,False
174.35.74.148,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
103.224.182.245,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
23.234.51.145,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
198.105.244.11,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
5.196.161.205,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
162.255.119.249,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
198.105.254.11,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
208.111.171.129,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.5,0.0,1.0129254627871866,4.420769149763835e-11,,
23.194.142.74,2.0,1.0,1.0,286.0,2.0,2.0,286.0,57.3410847473258,1.0,0.49999999975,1.0127651548014538,4.42006950835504e-11,BENIGN,False
52.38.5.243,6.0,3.0,3.0,93.0,4.0,6.0,93.0,15.874507866387543,1.0,0.49999999991666666,1.0127646043225627,4.420067105868195e-11,BENIGN,False
173.194.66.156,4.0,2.0,2.0,66.0,3.0,4.0,66.0,11.135528725660043,1.0,0.499999999875,1.0127506815721536,4.420006342003775e-11,BENIGN,False
52.198.146.159,2.0,1.0,1.0,42.0,2.0,2.0,42.0,14.696938456699067,1.0,0.49999999975,1.0127150170645856,4.4198506893317965e-11,BENIGN,False
95.163.95.118,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.0127032183023128,4.4197991953115775e-11,BENIGN,False
68.67.154.70,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.0127032183023128,4.4197991953115775e-11,BENIGN,False
54.246.83.29,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.0127032183023128,4.4197991953115775e-11,BENIGN,False
52.196.199.135,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.0127032183023128,4.4197991953115775e-11,BENIGN,False
82.113.101.236,2.0,1.0,1.0,26.0,2.0,2.0,26.0,9.38083151964686,1.0,0.49999999975,1.0127032183023128,4.4197991953115775e-11,BENIGN,False
35.157.203.170,2.0,1.0,1.0,62.0,2.0,2.0,62.0,18.33030277982336,1.0,0.49999999975,1.0126337049874408,4.4194958143332393e-11,BENIGN,False
172.217.10.70,8.0,4.0,4.0,450.0,5.0,8.0,450.0,48.38388161361176,1.0,0.4999999999375,1.0124957486246025,4.418893723404287e-11,BENIGN,False
207.178.0.75,2.0,1.0,1.0,424.0,2.0,2.0,424.0,70.31358332498777,1.0,0.49999999975,1.012454768859013,4.418714873044475e-11,BENIGN,False
89.186.73.156,2.0,1.0,1.0,85.0,2.0,2.0,85.0,15.684387141358123,1.0,0.49999999975,1.0124143962700711,4.4185386726208036e-11,BENIGN,False
212.48.7.146,2.0,1.0,1.0,376.0,2.0,2.0,376.0,27.349588662354687,1.0,0.49999999975,1.0122404615986311,4.4177795594798814e-11,BENIGN,False
151.101.44.129,4.0,2.0,2.0,56.0,3.0,4.0,56.0,10.295630140987008,1.0,0.499999999875,1.0120971680681046,4.41715417524147e-11,BENIGN,False
213.133.105.188,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
167.114.231.10,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
34.227.134.173,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
52.52.224.195,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
178.250.0.77,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
52.44.215.252,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
104.90.89.219,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
52.72.224.189,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
54.82.227.84,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
52.31.20.17,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
52.20.8.16,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
54.165.178.143,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
52.87.102.192,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
172.231.68.154,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,1.0,0.49999999975,1.0120215154684762,4.416824000227786e-11,BENIGN,False
23.15.4.10,6.0,3.0,3.0,104.0,4.0,6.0,104.0,14.662878298615182,1.0,0.49999999991666666,1.0119430255979902,4.416481442348889e-11,BENIGN,False
162.208.20.184,4.0,1.0,3.0,54.0,4.0,4.0,54.0,11.661903789690601,0.5,0.2499999999375,1.0118121508003628,4.415910257904339e-11,BENIGN,False
23.208.163.130,2.0,1.0,1.0,1101.0,2.0,2.0,1101.0,81.05553651663777,1.0,0.49999999975,1.0116935274536076,4.4153925431750295e-11,BENIGN,False
172.217.12.138,8.0,4.0,4.0,134.0,5.0,8.0,134.0,22.869193252058544,1.0,0.4999999999375,1.0115018884959661,4.414556162194436e-11,BENIGN,False
34.198.61.240,2.0,1.0,1.0,66.0,2.0,2.0,66.0,18.973665961010276,1.0,0.49999999975,1.011447727336323,4.4143197835146e-11,BENIGN,False
203.130.53.126,4.0,2.0,2.0,134.0,3.0,4.0,134.0,30.577769702841316,1.0,0.499999999875,1.0112302336018062,4.413370563036745e-11,BENIGN,False
104.16.28.216,8.0,4.0,4.0,159.0,5.0,8.0,159.0,19.8997487421324,1.0,0.4999999999375,1.0111468346105776,4.4130065799984173e-11,BENIGN,False
172.217.12.206,17.0,8.0,9.0,784.0,10.0,17.0,784.0,79.15175298121957,0.9,0.470588235266436,1.0105615760699835,4.410452302318621e-11,BENIGN,False
93.184.216.172,14.0,7.0,7.0,616.0,8.0,14.0,616.0,38.06573262134855,1.0,0.49999999996428574,1.0104861145792476,4.410122961372524e-11,BENIGN,False
104.27.214.30,2.0,1.0,1.0,241.0,2.0,2.0,241.0,21.863211109075447,1.0,0.49999999975,1.010464590867972,4.410029024195217e-11,BENIGN,False
182.161.73.86,6.0,3.0,3.0,70.0,4.0,6.0,70.0,14.212670403551897,1.0,0.49999999991666666,1.0102903273106327,4.4092684756785544e-11,BENIGN,False
31.172.81.160,2.0,1.0,1.0,73.0,2.0,2.0,73.0,22.80350850198276,1.0,0.49999999975,1.0102701153415536,4.4091802634135424e-11,BENIGN,False
72.21.81.131,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,1.010157051603041,4.408686812803861e-11,BENIGN,False
119.167.164.21,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,1.010157051603041,4.408686812803861e-11,BENIGN,False
139.196.177.242,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,1.010157051603041,4.408686812803861e-11,BENIGN,False
104.16.27.235,5.0,2.0,3.0,58.0,4.0,5.0,58.0,13.228756555322953,0.75,0.39999999992,1.0100774570537556,4.408339433711423e-11,BENIGN,False
172.217.7.228,7.0,3.0,4.0,269.0,5.0,7.0,269.0,24.59674775249769,0.8,0.4285714285102041,1.010047611531723,4.408209177174385e-11,BENIGN,False
23.15.4.9,6.0,3.0,3.0,109.0,4.0,6.0,109.0,20.639767440550294,1.0,0.49999999991666666,1.0100265680601435,4.408117335934945e-11,BENIGN,False
216.58.219.202,4.0,2.0,2.0,41.0,3.0,4.0,41.0,8.602325267042627,1.0,0.499999999875,1.0100181847101566,4.408080747995995e-11,BENIGN,False
151.101.0.166,5.0,3.0,2.0,129.0,4.0,5.0,129.0,31.368774282716252,1.3333333333333333,0.59999999988,1.0099742578517743,4.407889035468749e-11,BENIGN,False
176.119.31.4,1.0,0.0,1.0,25.0,2.0,1.0,25.0,0.0,0.5,0.0,1.009856343772833,4.40737441623796e-11,,
211.218.152.146,1.0,0.0,1.0,25.0,2.0,1.0,25.0,0.0,0.5,0.0,1.009856343772833,4.40737441623796e-11,,
172.217.10.104,6.0,3.0,3.0,123.0,4.0,6.0,123.0,17.464249196572982,1.0,0.49999999991666666,1.009776461281478,4.407025780463303e-11,BENIGN,False
52.84.145.191,2.0,1.0,1.0,47.0,2.0,2.0,47.0,9.48683298050514,1.0,0.49999999975,1.009662935038131,4.406530311317038e-11,BENIGN,False
72.14.249.132,2.0,1.0,1.0,47.0,2.0,2.0,47.0,9.48683298050514,1.0,0.49999999975,1.009662935038131,4.406530311317038e-11,BENIGN,False
207.178.0.69,2.0,1.0,1.0,75.0,2.0,2.0,75.0,12.083045973594572,1.0,0.49999999975,1.0096593626557335,4.406514720162038e-11,BENIGN,False
178.248.238.5,2.0,1.0,1.0,75.0,2.0,2.0,75.0,12.083045973594572,1.0,0.49999999975,1.0096593626557335,4.406514720162038e-11,BENIGN,False
203.150.94.47,2.0,1.0,1.0,45.0,2.0,2.0,45.0,16.309506430300093,1.0,0.49999999975,1.0094912368422007,4.405780958955463e-11,BENIGN,False
172.217.12.136,8.0,4.0,4.0,192.0,5.0,8.0,192.0,26.362852652928133,1.0,0.4999999999375,1.0093278916349815,4.405068062025368e-11,BENIGN,False
203.154.100.125,2.0,1.0,1.0,1097.0,2.0,2.0,1097.0,57.28874234961001,1.0,0.49999999975,1.0093064809436987,4.4049746181077495e-11,BENIGN,False
52.94.237.36,2.0,1.0,1.0,89.0,2.0,2.0,89.0,18.439088914585774,1.0,0.49999999975,1.0092924619449373,4.404913434181082e-11,BENIGN,False
192.229.163.74,2.0,1.0,1.0,265.0,2.0,2.0,265.0,28.03569153775237,1.0,0.49999999975,1.0092594858757475,4.404769514816124e-11,BENIGN,False
185.167.164.39,4.0,2.0,2.0,62.0,3.0,4.0,62.0,12.961481396815724,1.0,0.499999999875,1.0092044443780182,4.40452929402589e-11,BENIGN,False
62.161.94.230,4.0,1.0,3.0,624.0,4.0,4.0,624.0,48.908077042549934,0.5,0.2499999999375,1.00911256435343,4.4041282967234214e-11,BENIGN,False
95.163.95.109,1.0,0.0,1.0,852.0,2.0,1.0,852.0,0.0,0.5,0.0,1.008900649855537,4.4032034260304737e-11,,
66.198.24.234,4.0,2.0,2.0,888.0,3.0,4.0,888.0,81.43095234614417,1.0,0.499999999875,1.0086031696439774,4.401905115947213e-11,BENIGN,False
8.18.45.68,2.0,1.0,1.0,23.0,2.0,2.0,23.0,8.717797887081348,1.0,0.49999999975,1.0085999241192383,4.401890951315985e-11,BENIGN,False
69.169.86.39,2.0,1.0,1.0,23.0,2.0,2.0,23.0,8.717797887081348,1.0,0.49999999975,1.0085999241192383,4.401890951315985e-11,BENIGN,False
52.4.162.164,2.0,1.0,1.0,23.0,2.0,2.0,23.0,8.717797887081348,1.0,0.49999999975,1.0085999241192383,4.401890951315985e-11,BENIGN,False
52.84.143.214,2.0,1.0,1.0,23.0,2.0,2.0,23.0,8.717797887081348,1.0,0.49999999975,1.0085999241192383,4.401890951315985e-11,BENIGN,False
72.5.205.52,2.0,1.0,1.0,23.0,2.0,2.0,23.0,8.717797887081348,1.0,0.49999999975,1.0085999241192383,4.401890951315985e-11,BENIGN,False
157.240.2.20,2.0,1.0,1.0,23.0,2.0,2.0,23.0,8.717797887081348,1.0,0.49999999975,1.0085999241192383,4.401890951315985e-11,BENIGN,False
151.101.129.5,4.0,2.0,2.0,887.0,3.0,4.0,887.0,58.29236656715869,1.0,0.499999999875,1.0083591634424471,4.400840185577008e-11,BENIGN,False
169.54.33.156,2.0,1.0,1.0,81.0,2.0,2.0,81.0,19.49358868961793,1.0,0.49999999975,1.0077149022050655,4.3980283990169503e-11,BENIGN,False
198.51.152.183,5.0,2.0,3.0,65.0,4.0,5.0,65.0,13.038404810405297,0.75,0.39999999992,1.0075288262123219,4.397216296805629e-11,BENIGN,False
120.55.226.124,4.0,2.0,2.0,114.0,3.0,4.0,114.0,29.69848480983499,1.0,0.499999999875,1.0072739827817268,4.3961040688901665e-11,BENIGN,False
203.205.191.22,2.0,1.0,1.0,77.0,2.0,2.0,77.0,12.24744871391589,1.0,0.49999999975,1.0070214004702975,4.3950017093077843e-11,BENIGN,False
104.20.84.39,2.0,1.0,1.0,74.0,2.0,2.0,74.0,12.0,1.0,0.49999999975,1.006953154306441,4.394703858629871e-11,BENIGN,False
148.251.237.106,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
129.146.14.97,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
172.217.12.168,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
31.13.71.52,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
185.82.210.16,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
129.146.14.101,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
23.253.135.79,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
52.21.134.132,2.0,1.0,1.0,25.0,2.0,2.0,25.0,4.898979485566356,1.0,0.49999999975,1.0068349080853622,4.3941877898119515e-11,BENIGN,False
209.85.232.157,7.0,3.0,4.0,138.0,5.0,7.0,138.0,25.74878637916747,0.8,0.4285714285102041,1.006783606391005,4.393963890861755e-11,BENIGN,False
104.16.250.39,2.0,1.0,1.0,270.0,2.0,2.0,270.0,59.86651818838306,1.0,0.49999999975,1.0066915661525269,4.393562194328546e-11,BENIGN,False
8.43.72.44,4.0,2.0,2.0,64.0,3.0,4.0,64.0,12.12435565298214,1.0,0.499999999875,1.0066891473339563,4.393551637738838e-11,BENIGN,False
23.208.164.192,2.0,1.0,1.0,65.0,2.0,2.0,65.0,18.814887722226775,1.0,0.49999999975,1.0066275849154072,4.393282957316926e-11,BENIGN,False
218.76.93.88,2.0,1.0,1.0,65.0,2.0,2.0,65.0,18.814887722226775,1.0,0.49999999975,1.0066275849154072,4.393282957316926e-11,BENIGN,False
52.72.223.210,2.0,1.0,1.0,39.0,2.0,2.0,39.0,11.832159566199232,1.0,0.49999999975,1.0064832947142408,4.392653223251229e-11,BENIGN,False
130.211.8.7,2.0,1.0,1.0,39.0,2.0,2.0,39.0,11.832159566199232,1.0,0.49999999975,1.0064832947142408,4.392653223251229e-11,BENIGN,False
78.46.16.13,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.0062685217765135,4.391715877304078e-11,BENIGN,False
54.192.36.167,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.0062685217765135,4.391715877304078e-11,BENIGN,False
54.231.82.242,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.0062685217765135,4.391715877304078e-11,BENIGN,False
52.3.145.25,2.0,1.0,1.0,35.0,2.0,2.0,35.0,8.12403840463596,1.0,0.49999999975,1.0062685217765135,4.391715877304078e-11,BENIGN,False
199.166.0.200,9.0,3.0,6.0,269.0,7.0,9.0,269.0,21.354156504062633,0.5714285714285714,0.3333333332962963,1.0062650646026483,4.391700788960335e-11,BENIGN,False
42.81.4.104,4.0,2.0,2.0,238.0,3.0,4.0,238.0,61.51422599691879,1.0,0.499999999875,1.0062128491625006,4.3914729020965665e-11,BENIGN,False
184.73.171.96,2.0,1.0,1.0,106.0,2.0,2.0,106.0,24.49489742783178,1.0,0.49999999975,1.006174139944221,4.391303961217628e-11,BENIGN,False
151.101.129.132,2.0,1.0,1.0,106.0,2.0,2.0,106.0,24.49489742783178,1.0,0.49999999975,1.006174139944221,4.391303961217628e-11,BENIGN,False
149.174.66.134,8.0,4.0,4.0,130.0,5.0,8.0,130.0,20.29778313018444,1.0,0.4999999999375,1.0060666039760775,4.390834635775704e-11,BENIGN,False
192.243.232.58,6.0,3.0,3.0,69.0,4.0,6.0,69.0,15.0996688705415,1.0,0.49999999991666666,1.006060818488369,4.3908093858372654e-11,BENIGN,False
86.109.252.232,2.0,1.0,1.0,8.0,2.0,2.0,8.0,2.6457513110645907,1.0,0.49999999975,1.0060366523344766,4.3907039160948994e-11,BENIGN,False
210.157.19.63,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
104.72.154.233,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
74.217.253.60,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
23.204.233.253,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
63.140.35.161,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
151.101.124.84,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
72.5.205.53,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
85.25.30.170,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
23.207.24.147,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
38.69.238.105,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
52.204.250.205,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
222.255.27.192,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,1.0060305534111722,4.390677298211372e-11,BENIGN,False
172.217.12.193,5.0,2.0,3.0,317.0,4.0,5.0,317.0,24.041630560342615,0.75,0.39999999992,1.0058862471047592,4.390047493856615e-11,BENIGN,False
23.194.140.159,2.0,1.0,1.0,866.0,2.0,2.0,866.0,160.88815991240622,1.0,0.49999999975,1.00587241191668,4.389987112145533e-11,BENIGN,False
104.97.74.39,2.0,1.0,1.0,84.0,2.0,2.0,84.0,17.88854381999832,1.0,0.49999999975,1.0058703549677959,4.389978134884616e-11,BENIGN,False
172.217.7.3,6.0,3.0,3.0,176.0,4.0,6.0,176.0,40.5092582010582,1.0,0.49999999991666666,1.0058282760611235,4.389794487479839e-11,BENIGN,False
46.183.150.153,2.0,1.0,1.0,852.0,2.0,2.0,852.0,76.909037180295,1.0,0.49999999975,1.0058183586559895,4.3897512043753334e-11,BENIGN,False
173.241.254.212,4.0,2.0,2.0,44.0,3.0,4.0,44.0,8.94427190999916,1.0,0.499999999875,1.0057211279785825,4.389326854909472e-11,BENIGN,False
