node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,graph_deviation_score_raw,graph_deviation_score
23.208.26.124,2.0,1.0,1.0,798.0,2.0,2.0,798.0,74.41102068914255,1.0,0.49999999975,1.2291957192663276,0.01278731954165043
23.203.67.225,2.0,1.0,1.0,602.0,2.0,2.0,602.0,151.66080574756285,1.0,0.49999999975,1.228285030157723,0.012777845645465875
104.244.46.199,2.0,1.0,1.0,724.0,2.0,2.0,724.0,112.72976536833562,1.0,0.49999999975,1.2281344239735463,0.01277627888976389
46.183.150.153,2.0,1.0,1.0,852.0,2.0,2.0,852.0,76.909037180295,1.0,0.49999999975,1.2275825271788352,0.012770537508991594
193.41.230.87,2.0,1.0,1.0,796.0,2.0,2.0,796.0,96.99484522385713,1.0,0.49999999975,1.2274779694354194,0.012769449795086757
151.101.0.188,2.0,1.0,1.0,856.0,2.0,2.0,856.0,82.365041127896,1.0,0.49999999975,1.22704986392039,0.012764996214641902
5.79.75.140,2.0,1.0,1.0,1082.0,2.0,2.0,1082.0,32.8785644455472,1.0,0.49999999975,1.2249968754297673,0.012743638981262835
52.84.26.10,2.0,1.0,1.0,904.0,2.0,2.0,904.0,103.46013725102048,1.0,0.49999999975,1.2241364165810804,0.012734687630328121
203.154.100.125,2.0,1.0,1.0,1097.0,2.0,2.0,1097.0,57.28874234961001,1.0,0.49999999975,1.222689752500599,0.012719637988048546
192.83.254.182,2.0,1.0,1.0,809.0,2.0,2.0,809.0,164.59040069214242,1.0,0.49999999975,1.2218382325958188,0.012710779628921653
151.101.129.34,2.0,1.0,1.0,901.0,2.0,2.0,901.0,142.10559454152394,1.0,0.49999999975,1.2211859146675401,0.012703993567384907
23.208.163.130,2.0,1.0,1.0,1101.0,2.0,2.0,1101.0,81.05553651663777,1.0,0.49999999975,1.2207217878670242,0.01269916525761046
23.194.140.159,2.0,1.0,1.0,866.0,2.0,2.0,866.0,160.88815991240622,1.0,0.49999999975,1.2206323075507086,0.012698234394136499
104.28.24.94,2.0,1.0,1.0,1211.0,2.0,2.0,1211.0,49.17316341257699,1.0,0.49999999975,1.2203336421699214,0.012695127379036874
96.6.167.11,2.0,1.0,1.0,1052.0,2.0,2.0,1052.0,116.21961968617863,1.0,0.49999999975,1.2192515763015592,0.012683870650912145
52.87.0.182,2.0,1.0,1.0,14.0,3.0,2.0,14.0,0.0,1.0,0.49999999975,1.2187936912214443,0.012679107273737127
43.253.46.117,2.0,1.0,1.0,1105.0,2.0,2.0,1105.0,114.52510641776325,1.0,0.49999999975,1.217993265814199,0.012670780450521528
199.59.88.242,2.0,1.0,1.0,1063.0,2.0,2.0,1063.0,147.92565700378012,1.0,0.49999999975,1.2164775547988032,0.012655012513176096
74.119.118.84,8.0,3.0,5.0,95.0,6.0,8.0,95.0,16.82260384126072,0.6666666666666666,0.374999999953125,1.2156354573687451,0.012646252176026709
23.203.78.223,2.0,1.0,1.0,1282.0,2.0,2.0,1282.0,100.95543571299172,1.0,0.49999999975,1.2144110631662777,0.012633514806650545
68.67.178.197,8.0,3.0,5.0,173.0,6.0,8.0,173.0,16.3707055437449,0.6666666666666666,0.374999999953125,1.2136235476701862,0.012625322285203648
47.89.68.225,2.0,1.0,1.0,1250.0,2.0,2.0,1250.0,136.106575888162,1.0,0.49999999975,1.2124956527609263,0.012613588797697918
185.13.88.201,2.0,1.0,1.0,1281.0,2.0,2.0,1281.0,166.427161244792,1.0,0.49999999975,1.2093052737511858,0.012580399294011007
23.208.97.124,2.0,1.0,1.0,975.0,2.0,2.0,975.0,287.77421705218836,1.0,0.49999999975,1.2078252588610248,0.012565002703353999
14.0.67.54,2.0,1.0,1.0,2774.0,2.0,2.0,2774.0,74.45804187594514,1.0,0.49999999975,1.2026957991234983,0.012511640948418072
31.13.80.36,8.0,3.0,5.0,429.0,6.0,8.0,429.0,73.58668357794092,0.6666666666666666,0.374999999953125,1.2024191931225316,0.012508763416983443
104.16.127.51,2.0,1.0,1.0,1718.0,2.0,2.0,1718.0,143.08039698015935,1.0,0.49999999975,1.1996650139813123,0.012480111699277544
104.97.125.160,2.0,1.0,1.0,1760.0,2.0,2.0,1760.0,150.70169209401732,1.0,0.49999999975,1.1979652050307312,0.012462428591640453
38.69.238.10,2.0,1.0,1.0,1658.0,2.0,2.0,1658.0,185.41035569784123,1.0,0.49999999975,1.1979218276218015,0.012461977336579782
23.202.238.190,2.0,1.0,1.0,1323.0,2.0,2.0,1323.0,300.1199760095952,1.0,0.49999999975,1.1977232793049897,0.012459911839009514
151.101.117.209,2.0,1.0,1.0,1784.0,2.0,2.0,1784.0,145.82180906846546,1.0,0.49999999975,1.1977177690427494,0.012459854515767234
151.101.65.5,2.0,1.0,1.0,1959.0,2.0,2.0,1959.0,108.2497113160123,1.0,0.49999999975,1.1960695055493251,0.01244270763537309
162.213.33.50,2.0,1.0,1.0,1849.0,2.0,2.0,1849.0,160.28100324118265,1.0,0.49999999975,1.1948782671485954,0.012430315185707298
178.239.182.230,2.0,1.0,1.0,2390.0,2.0,2.0,2390.0,69.10861017268398,1.0,0.49999999975,1.1930359443727199,0.01241114950715446
23.203.70.225,2.0,1.0,1.0,1900.0,2.0,2.0,1900.0,168.15171720800237,1.0,0.49999999975,1.1929226767490078,0.012409971184389886
172.217.7.132,8.0,4.0,4.0,38.0,5.0,8.0,38.0,8.062257748298547,1.0,0.4999999999375,1.1912332866259927,0.012392396463786079
104.31.91.87,2.0,1.0,1.0,2049.0,2.0,2.0,2049.0,142.7935572776307,1.0,0.49999999975,1.1909994610116557,0.012389963976590845
208.111.171.236,2.0,1.0,1.0,2203.0,2.0,2.0,2203.0,93.78699270154685,1.0,0.49999999975,1.190798699265191,0.012387875452718248
178.124.129.12,2.0,1.0,1.0,2039.0,2.0,2.0,2039.0,149.35862880998874,1.0,0.49999999975,1.190747332725155,0.012387341086749595
151.101.128.188,2.0,1.0,1.0,1934.0,2.0,2.0,1934.0,185.70945048650594,1.0,0.49999999975,1.1906539773896454,0.012386369911462072
23.237.33.23,2.0,1.0,1.0,1720.0,2.0,2.0,1720.0,262.37187349256783,1.0,0.49999999975,1.1902617902087,0.012382289989343664
151.101.1.108,8.0,4.0,4.0,62.0,5.0,8.0,62.0,14.282856857085699,1.0,0.4999999999375,1.1901157332328585,0.01238077055904294
216.58.217.164,8.0,4.0,4.0,92.0,5.0,8.0,92.0,12.2065556157337,1.0,0.4999999999375,1.1894910498662106,0.01237427197977157
23.210.202.27,8.0,4.0,4.0,97.0,5.0,8.0,97.0,11.661903789690601,1.0,0.4999999999375,1.1894025034690567,0.01237335083185597
23.15.4.11,8.0,4.0,4.0,99.0,5.0,8.0,99.0,16.09347693943108,1.0,0.4999999999375,1.1890026364750488,0.0123691910166643
172.217.10.237,8.0,4.0,4.0,113.0,5.0,8.0,113.0,14.491376746189436,1.0,0.4999999999375,1.1887607481356341,0.012366674652963212
194.190.77.85,2.0,1.0,1.0,2281.0,2.0,2.0,2281.0,95.4358423235212,1.0,0.49999999975,1.188622121284078,0.012365232518224117
172.217.7.196,8.0,4.0,4.0,123.0,5.0,8.0,123.0,15.93737745050923,1.0,0.4999999999375,1.1883849241131534,0.012362764956735375
151.101.0.68,8.0,4.0,4.0,115.0,5.0,8.0,115.0,19.052558883257653,1.0,0.4999999999375,1.1883507216697786,0.012362409148815055
63.251.88.56,8.0,4.0,4.0,106.0,5.0,8.0,106.0,23.60084744241189,1.0,0.4999999999375,1.1882304321811819,0.012361157777610226
138.108.6.20,8.0,4.0,4.0,134.0,5.0,8.0,134.0,14.7648230602334,1.0,0.4999999999375,1.1881881091277091,0.01236071749100635
23.63.226.51,8.0,4.0,4.0,134.0,5.0,8.0,134.0,15.874507866387543,1.0,0.4999999999375,1.1881011258730738,0.012359812604457886
149.174.66.134,8.0,4.0,4.0,130.0,5.0,8.0,130.0,20.297783130184442,1.0,0.4999999999375,1.1878593963899997,0.012357297893338854
172.217.6.227,8.0,4.0,4.0,131.0,5.0,8.0,131.0,21.633307652783927,1.0,0.4999999999375,1.1877284627187246,0.012355935790732154
68.67.178.109,8.0,4.0,4.0,142.0,5.0,8.0,142.0,19.390719429665317,1.0,0.4999999999375,1.187615522924537,0.012354760878377183
172.217.12.138,8.0,4.0,4.0,134.0,5.0,8.0,134.0,22.869193252058547,1.0,0.4999999999375,1.187552843607134,0.012354108825618031
172.217.10.99,8.0,4.0,4.0,147.0,5.0,8.0,147.0,18.7082869338697,1.0,0.4999999999375,1.1875377765410575,0.012353952082972856
172.217.10.66,8.0,4.0,4.0,145.0,5.0,8.0,145.0,20.83266665599965,1.0,0.4999999999375,1.1874237515588308,0.012352765881409825
104.16.28.216,8.0,4.0,4.0,159.0,5.0,8.0,159.0,19.89974874213239,1.0,0.4999999999375,1.1871294089979276,0.012349703836593054
199.59.150.44,8.0,4.0,4.0,151.0,5.0,8.0,151.0,25.25866188063018,1.0,0.4999999999375,1.1869193304091712,0.01234751838963682
69.172.216.58,8.0,4.0,4.0,137.0,5.0,8.0,137.0,30.215889859476256,1.0,0.4999999999375,1.1868982252094376,0.012347298832304529
172.217.3.106,8.0,4.0,4.0,165.0,5.0,8.0,165.0,27.5136329843952,1.0,0.4999999999375,1.1863751034120458,0.012341856797746808
172.217.6.228,8.0,4.0,4.0,171.0,5.0,8.0,171.0,26.362852652928137,1.0,0.4999999999375,1.1863078208854896,0.01234115685781604
52.84.143.147,8.0,4.0,4.0,186.0,5.0,8.0,186.0,22.022715545545246,1.0,0.4999999999375,1.1862543072313354,0.012340600155425374
172.217.11.38,8.0,4.0,4.0,191.0,5.0,8.0,191.0,24.24871130596428,1.0,0.4999999999375,1.1859485820973168,0.012337419697733134
199.59.148.23,8.0,4.0,4.0,168.0,5.0,8.0,168.0,33.120990323358384,1.0,0.4999999999375,1.1858568240807639,0.012336465139350137
172.217.12.136,8.0,4.0,4.0,192.0,5.0,8.0,192.0,26.362852652928137,1.0,0.4999999999375,1.1857566161174784,0.012335422676195518
172.217.10.138,8.0,4.0,4.0,180.0,5.0,8.0,180.0,31.256999216175565,1.0,0.4999999999375,1.1856879598970536,0.012334708445731375
172.217.10.134,8.0,4.0,4.0,223.0,5.0,8.0,223.0,22.405356502408075,1.0,0.4999999999375,1.1852531434036668,0.01233018505099792
172.217.12.163,8.0,4.0,4.0,194.0,5.0,8.0,194.0,32.63433774416145,1.0,0.4999999999375,1.1852125266126943,0.01232976251463794
31.13.69.203,8.0,4.0,4.0,219.0,5.0,8.0,219.0,28.354893757515647,1.0,0.4999999999375,1.1848917770338891,0.01232642575768968
68.67.178.196,8.0,4.0,4.0,205.0,5.0,8.0,205.0,33.34666400106614,1.0,0.4999999999375,1.184867964219714,0.012326178033052122
172.217.12.195,8.0,4.0,4.0,248.0,5.0,8.0,248.0,42.02380277890139,1.0,0.4999999999375,1.1830591445359815,0.012307360887070748
68.67.178.243,8.0,4.0,4.0,275.0,5.0,8.0,275.0,35.679125549822544,1.0,0.4999999999375,1.1828477837100202,0.012305162101004548
172.217.7.4,8.0,4.0,4.0,280.0,5.0,8.0,280.0,48.54894437575342,1.0,0.4999999999375,1.181707736643442,0.012293302194641096
23.111.11.111,2.0,1.0,1.0,1263.0,2.0,2.0,1263.0,525.3018180056109,1.0,0.49999999975,1.1816471473778996,0.012292671884685455
172.217.10.234,8.0,4.0,4.0,326.0,5.0,8.0,326.0,42.68489194082609,1.0,0.4999999999375,1.1809599927024905,0.012285523416568238
23.192.9.190,8.0,4.0,4.0,322.0,5.0,8.0,322.0,50.68530358989674,1.0,0.4999999999375,1.1804378674139226,0.012280091748688953
172.217.11.34,8.0,4.0,4.0,368.0,5.0,8.0,368.0,62.01612693485461,1.0,0.4999999999375,1.1783422936657209,0.012258291500997442
104.97.116.21,4.0,2.0,2.0,12.0,3.0,4.0,12.0,3.1622776601683786,1.0,0.499999999875,1.1777493293160641,0.012252122894568847
23.53.114.207,4.0,2.0,2.0,19.0,3.0,4.0,19.0,4.12310562561766,1.0,0.499999999875,1.1774902793641928,0.012249427998662599
52.196.45.147,4.0,2.0,2.0,21.0,3.0,4.0,21.0,4.358898943540674,1.0,0.499999999875,1.177419300882924,0.012248689609725557
104.16.208.165,4.0,2.0,2.0,20.0,3.0,4.0,20.0,4.795831523312719,1.0,0.499999999875,1.177411299528135,0.012248606371654638
23.53.113.190,4.0,2.0,2.0,20.0,3.0,4.0,20.0,5.385164807134505,1.0,0.499999999875,1.1773651043141358,0.012248125802975914
151.101.128.249,4.0,2.0,2.0,21.0,3.0,4.0,21.0,5.830951894845301,1.0,0.499999999875,1.177303913201674,0.012247489232008498
172.217.10.70,8.0,4.0,4.0,450.0,5.0,8.0,450.0,48.38388161361178,1.0,0.4999999999375,1.1772585413426708,0.012247017228689433
63.251.88.51,4.0,2.0,2.0,23.0,3.0,4.0,23.0,6.164414002968975,1.0,0.499999999875,1.1772252788984994,0.012246671199578129
54.64.179.218,4.0,2.0,2.0,29.0,3.0,4.0,29.0,5.196152422706631,1.0,0.499999999875,1.1771436895391165,0.012245822425706503
35.160.9.151,4.0,2.0,2.0,29.0,3.0,4.0,29.0,5.196152422706632,1.0,0.499999999875,1.1771436895391165,0.012245822425706503
162.248.16.28,4.0,2.0,2.0,30.0,3.0,4.0,30.0,5.291502622129186,1.0,0.499999999875,1.1771099676151295,0.012245471616627996
69.43.132.198,4.0,2.0,2.0,27.0,3.0,4.0,27.0,6.557438524302,1.0,0.499999999875,1.1770894800705722,0.012245258484760735
52.24.139.120,4.0,2.0,2.0,31.0,3.0,4.0,31.0,5.385164807134503,1.0,0.499999999875,1.177076378007082,0.012245122184031829
52.32.149.32,4.0,2.0,2.0,32.0,3.0,4.0,32.0,5.477225575051661,1.0,0.499999999875,1.1770429139269951,0.012244774057302675
54.225.163.44,4.0,2.0,2.0,32.0,3.0,4.0,32.0,5.477225575051659,1.0,0.499999999875,1.1770429139269951,0.012244774057302675
136.243.13.131,4.0,2.0,2.0,32.0,3.0,4.0,32.0,5.477225575051661,1.0,0.499999999875,1.1770429139269951,0.012244774057302675
152.195.32.39,4.0,2.0,2.0,34.0,3.0,4.0,34.0,5.65685424949238,1.0,0.499999999875,1.1769763379422358,0.012244081467524192
104.20.11.37,4.0,2.0,2.0,30.0,3.0,4.0,30.0,7.141428428542851,1.0,0.499999999875,1.1769649601620369,0.012243963104509419
50.112.201.212,4.0,2.0,2.0,32.0,3.0,4.0,32.0,6.6332495807108,1.0,0.499999999875,1.1769522983486875,0.012243831383701465
52.84.145.216,4.0,2.0,2.0,35.0,3.0,4.0,35.0,5.744562646538029,1.0,0.499999999875,1.1769432150251364,0.01224373688991262
34.194.147.124,4.0,2.0,2.0,35.0,3.0,4.0,35.0,5.744562646538029,1.0,0.499999999875,1.1769432150251364,0.01224373688991262
199.233.57.20,4.0,2.0,2.0,36.0,3.0,4.0,36.0,5.830951894845299,1.0,0.499999999875,1.1769101955102377,0.012243393387993842
209.85.201.157,4.0,2.0,2.0,32.0,3.0,4.0,32.0,7.483314773547879,1.0,0.499999999875,1.1768856655204147,0.012243138202580077
31.13.66.36,4.0,2.0,2.0,30.0,3.0,4.0,30.0,8.485281374238573,1.0,0.499999999875,1.1768596215088267,0.012242867266802232
151.101.1.198,4.0,2.0,2.0,38.0,3.0,4.0,38.0,6.0,1.0,0.499999999875,1.1768444488892285,0.012242709426084073
184.29.161.49,4.0,2.0,2.0,36.0,3.0,4.0,36.0,7.0000000000000036,1.0,0.499999999875,1.1768185590307185,0.012242440093960258
52.22.92.166,4.0,2.0,2.0,39.0,3.0,4.0,39.0,6.082762530298222,1.0,0.499999999875,1.1768117136566176,0.012242368881553122
54.173.72.17,4.0,2.0,2.0,39.0,3.0,4.0,39.0,6.082762530298221,1.0,0.499999999875,1.1768117136566176,0.012242368881553122
194.232.100.10,4.0,2.0,2.0,30.0,3.0,4.0,30.0,9.486832980505138,1.0,0.499999999875,1.1767811143346134,0.012242050556894084
8.18.45.71,4.0,2.0,2.0,32.0,3.0,4.0,32.0,9.38083151964686,1.0,0.499999999875,1.1767369276253064,0.01224159088268391
184.25.56.51,4.0,2.0,2.0,43.0,3.0,4.0,43.0,6.4031242374328485,1.0,0.499999999875,1.176681610543397,0.01224101541923948
142.0.160.53,4.0,2.0,2.0,38.0,3.0,4.0,38.0,8.24621125123532,1.0,0.499999999875,1.1766683783833085,0.012240877765116035
209.167.231.17,4.0,2.0,2.0,38.0,3.0,4.0,38.0,8.24621125123532,1.0,0.499999999875,1.1766683783833085,0.012240877765116035
198.8.71.205,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.366600265340757,1.0,0.499999999875,1.1766326937780436,0.012240506538269825
185.49.145.177,4.0,2.0,2.0,45.0,3.0,4.0,45.0,6.557438524301999,1.0,0.499999999875,1.1766170188408482,0.012240343471943143
54.213.76.99,4.0,2.0,2.0,45.0,3.0,4.0,45.0,6.557438524302,1.0,0.499999999875,1.1766170188408482,0.012240343471943143
173.239.42.221,4.0,2.0,2.0,36.0,3.0,4.0,36.0,9.59166304662544,1.0,0.499999999875,1.1766154100955761,0.012240326736170693
52.32.174.154,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.77496438739213,1.0,0.499999999875,1.1766006839314498,0.012240173539927526
35.165.158.113,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.774964387392124,1.0,0.499999999875,1.1766006839314498,0.012240173539927526
172.217.6.195,4.0,2.0,2.0,43.0,3.0,4.0,43.0,7.483314773547883,1.0,0.499999999875,1.1765969392133613,0.012240134583635993
54.152.215.30,4.0,2.0,2.0,39.0,3.0,4.0,39.0,8.888194417315585,1.0,0.499999999875,1.1765918083331983,0.012240081207104377
216.200.232.121,4.0,2.0,2.0,46.0,3.0,4.0,46.0,6.6332495807108,1.0,0.499999999875,1.1765848285033467,0.01224000859595445
204.236.236.52,4.0,2.0,2.0,40.0,3.0,4.0,40.0,8.831760866327846,1.0,0.499999999875,1.1765699840620747,0.01223985416927448
216.58.219.202,4.0,2.0,2.0,41.0,3.0,4.0,41.0,8.602325267042625,1.0,0.499999999875,1.1765617206517796,0.012239768205040882
54.149.95.48,4.0,2.0,2.0,40.0,3.0,4.0,40.0,8.94427190999916,1.0,0.499999999875,1.1765611648219565,0.012239762422744827
138.108.50.100,4.0,2.0,2.0,47.0,3.0,4.0,47.0,6.708203932499364,1.0,0.499999999875,1.1765527053191085,0.012239674418560964
139.61.74.125,4.0,2.0,2.0,43.0,3.0,4.0,43.0,8.306623862918075,1.0,0.499999999875,1.1765324036769935,0.012239463220636277
54.200.60.113,4.0,2.0,2.0,42.0,3.0,4.0,42.0,9.165151389911681,1.0,0.499999999875,1.1764913553700933,0.012239036195217339
69.147.82.61,4.0,2.0,2.0,43.0,3.0,4.0,43.0,8.831760866327846,1.0,0.499999999875,1.1764912405237875,0.012239035000471549
172.217.7.226,4.0,2.0,2.0,43.0,3.0,4.0,43.0,8.831760866327848,1.0,0.499999999875,1.1764912405237875,0.012239035000471549
52.84.144.249,4.0,2.0,2.0,41.0,3.0,4.0,41.0,9.848857801796102,1.0,0.499999999875,1.1764640105125754,0.012238751726743017
173.241.254.212,4.0,2.0,2.0,44.0,3.0,4.0,44.0,8.94427190999916,1.0,0.499999999875,1.1764561734375736,0.012238670197674254
72.21.206.141,4.0,2.0,2.0,44.0,3.0,4.0,44.0,8.94427190999916,1.0,0.499999999875,1.1764561734375736,0.012238670197674254
173.194.66.154,4.0,2.0,2.0,46.0,3.0,4.0,46.0,8.544003745317532,1.0,0.499999999875,1.176435052985899,0.012238450481676063
52.84.145.87,4.0,2.0,2.0,42.0,3.0,4.0,42.0,9.899494936611664,1.0,0.499999999875,1.1764337934467812,0.012238437378694235
52.84.29.100,4.0,2.0,2.0,46.0,3.0,4.0,46.0,9.165151389911678,1.0,0.499999999875,1.1763863639857104,0.012237943970146764
136.243.44.222,4.0,2.0,2.0,48.0,3.0,4.0,48.0,8.944271909999157,1.0,0.499999999875,1.1763511820531902,0.012237577972603674
162.208.117.11,4.0,2.0,2.0,49.0,3.0,4.0,49.0,9.486832980505136,1.0,0.499999999875,1.1762824052587937,0.01223686248780885
104.16.26.235,4.0,2.0,2.0,49.0,3.0,4.0,49.0,9.486832980505136,1.0,0.499999999875,1.1762824052587937,0.01223686248780885
23.208.216.16,4.0,2.0,2.0,40.0,3.0,4.0,40.0,12.56980508997653,1.0,0.499999999875,1.1762769754070574,0.012236806001076813
192.243.250.72,4.0,2.0,2.0,39.0,3.0,4.0,39.0,13.114877048604002,1.0,0.499999999875,1.1762604974875042,0.012236634581326965
52.35.101.212,4.0,2.0,2.0,47.0,3.0,4.0,47.0,11.224972160321826,1.0,0.499999999875,1.1761986559541797,0.01223599124403318
104.19.194.102,4.0,2.0,2.0,52.0,3.0,4.0,52.0,9.797958971132713,1.0,0.499999999875,1.1761792739383936,0.012235789612978554
104.97.114.112,4.0,2.0,2.0,45.0,3.0,4.0,45.0,12.529964086141668,1.0,0.499999999875,1.1761488591356049,0.012235473207872386
23.15.4.16,4.0,2.0,2.0,37.0,3.0,4.0,37.0,15.264337522473747,1.0,0.499999999875,1.1761445065367404,0.012235427927798885
104.24.112.60,4.0,2.0,2.0,51.0,3.0,4.0,51.0,11.04536101718726,1.0,0.499999999875,1.176107743488163,0.012235045481909986
151.101.64.194,4.0,2.0,2.0,51.0,3.0,4.0,51.0,11.61895003862225,1.0,0.499999999875,1.1760627823968415,0.012234577751805937
153.149.96.48,4.0,2.0,2.0,56.0,3.0,4.0,56.0,10.198039027185569,1.0,0.499999999875,1.176042922058492,0.012234371144763055
151.101.44.129,4.0,2.0,2.0,56.0,3.0,4.0,56.0,10.295630140987008,1.0,0.499999999875,1.1760352723252931,0.01223429156461053
52.52.10.156,4.0,2.0,2.0,53.0,3.0,4.0,53.0,11.874342087037919,1.0,0.499999999875,1.1759902676582903,0.012233823381188794
23.23.118.160,4.0,2.0,2.0,55.0,3.0,4.0,55.0,11.269427669584644,1.0,0.499999999875,1.1759851885158379,0.01223377054288443
52.84.143.144,4.0,2.0,2.0,55.0,3.0,4.0,55.0,11.357816691600545,1.0,0.499999999875,1.1759782600936712,0.012233698466528505
52.84.143.124,4.0,2.0,2.0,55.0,3.0,4.0,55.0,11.35781669160055,1.0,0.499999999875,1.1759782600936712,0.012233698466528505
199.59.150.46,4.0,2.0,2.0,52.0,3.0,4.0,52.0,12.609520212918492,1.0,0.499999999875,1.1759588881621252,0.012233496940380197
107.178.248.96,4.0,2.0,2.0,56.0,3.0,4.0,56.0,12.247448713915892,1.0,0.499999999875,1.1758822779515847,0.012232699964579697
52.84.143.13,4.0,2.0,2.0,58.0,3.0,4.0,58.0,12.000000000000002,1.0,0.499999999875,1.1758491786631038,0.012232355632776573
174.129.244.5,4.0,2.0,2.0,56.0,3.0,4.0,56.0,12.727922061357853,1.0,0.499999999875,1.1758446157836482,0.012232308165154686
74.119.118.66,4.0,2.0,2.0,59.0,3.0,4.0,59.0,12.0,1.0,0.499999999875,1.175822930817008,0.01223208257650893
52.1.7.177,4.0,2.0,2.0,56.0,3.0,4.0,56.0,13.076696830622026,1.0,0.499999999875,1.1758172768812885,0.012232023758631857
52.68.100.90,4.0,2.0,2.0,56.0,3.0,4.0,56.0,13.228756555322954,1.0,0.499999999875,1.1758053575960283,0.012231899762341486
194.232.100.67,4.0,2.0,2.0,53.0,3.0,4.0,53.0,14.352700094407322,1.0,0.499999999875,1.1757960002010472,0.012231802417388339
204.11.109.67,4.0,2.0,2.0,56.0,3.0,4.0,56.0,13.490737563232036,1.0,0.499999999875,1.17578482207045,0.0122316861313278
104.97.123.193,4.0,2.0,2.0,54.0,3.0,4.0,54.0,14.212670403551888,1.0,0.499999999875,1.1757807286593835,0.012231643547584216
54.165.207.11,4.0,2.0,2.0,57.0,3.0,4.0,57.0,13.228756555322958,1.0,0.499999999875,1.1757791097499326,0.012231626706073842
54.174.231.207,4.0,2.0,2.0,59.0,3.0,4.0,59.0,12.609520212918492,1.0,0.499999999875,1.1757751532394547,0.01223158554650669
52.1.184.32,4.0,2.0,2.0,57.0,3.0,4.0,57.0,13.304134695650072,1.0,0.499999999875,1.175773201192892,0.012231565239371897
104.97.125.111,4.0,2.0,2.0,68.0,3.0,4.0,68.0,9.643650760992953,1.0,0.499999999875,1.1757714039348905,0.012231546542502063
23.194.110.133,4.0,2.0,2.0,56.0,3.0,4.0,56.0,14.142135623730951,1.0,0.499999999875,1.1757337618747519,0.012231154952258416
80.82.201.86,4.0,2.0,2.0,53.0,3.0,4.0,53.0,15.165750888103098,1.0,0.499999999875,1.175732268766835,0.012231139419461039
52.84.145.207,4.0,2.0,2.0,60.0,3.0,4.0,60.0,13.114877048604,1.0,0.499999999875,1.175709292719493,0.012230900399706444
216.58.212.131,4.0,2.0,2.0,68.0,3.0,4.0,68.0,10.440306508910552,1.0,0.499999999875,1.1757089576353708,0.012230896913827283
173.194.66.156,4.0,2.0,2.0,66.0,3.0,4.0,66.0,11.135528725660045,1.0,0.499999999875,1.1757069579512422,0.012230876111119029
104.79.145.181,4.0,2.0,2.0,60.0,3.0,4.0,60.0,13.190905958272943,1.0,0.499999999875,1.1757033331515392,0.012230838402338117
199.38.164.54,4.0,2.0,2.0,57.0,3.0,4.0,57.0,14.212670403551902,1.0,0.499999999875,1.1757019851210964,0.012230824378781287
52.84.145.208,4.0,2.0,2.0,63.0,3.0,4.0,63.0,12.206555615733702,1.0,0.499999999875,1.1757017484569352,0.012230821916764697
8.43.72.44,4.0,2.0,2.0,64.0,3.0,4.0,64.0,12.12435565298214,1.0,0.499999999875,1.1756819439001873,0.012230615890017657
149.202.208.200,4.0,2.0,2.0,54.0,3.0,4.0,54.0,15.620499351813296,1.0,0.499999999875,1.1756703752119806,0.012230495540987426
185.167.164.39,4.0,2.0,2.0,62.0,3.0,4.0,62.0,12.961481396815719,1.0,0.499999999875,1.1756688210299422,0.01223047937283614
151.101.21.108,4.0,2.0,2.0,51.0,3.0,4.0,51.0,17.23368793961409,1.0,0.499999999875,1.175622668074428,0.012229999243772311
34.224.245.1,4.0,2.0,2.0,64.0,3.0,4.0,64.0,13.190905958272916,1.0,0.499999999875,1.1755983417671563,0.012229746177267542
23.211.130.2,4.0,2.0,2.0,64.0,3.0,4.0,64.0,13.674794331177344,1.0,0.499999999875,1.175560411910568,0.012229351593078254
52.40.81.184,4.0,2.0,2.0,66.0,3.0,4.0,66.0,13.228756555322953,1.0,0.499999999875,1.1755428791350706,0.012229169199665046
52.84.143.5,4.0,2.0,2.0,65.0,3.0,4.0,65.0,13.56465996625054,1.0,0.499999999875,1.1755427970073182,0.012229168345290274
50.31.164.173,4.0,2.0,2.0,55.0,3.0,4.0,55.0,16.97056274847713,1.0,0.499999999875,1.1755383019030554,0.012229121582733522
8.43.72.98,4.0,2.0,2.0,73.0,3.0,4.0,73.0,11.618950038622252,1.0,0.499999999875,1.1754853297827346,0.012228570513917772
95.213.11.181,4.0,2.0,2.0,69.0,3.0,4.0,69.0,13.038404810405297,1.0,0.499999999875,1.1754790564231357,0.012228505252175859
199.187.193.19,4.0,2.0,2.0,63.0,3.0,4.0,63.0,15.132745950421562,1.0,0.499999999875,1.1754723774160931,0.012228435770484753
129.146.14.99,4.0,2.0,2.0,82.0,3.0,4.0,82.0,8.944271909999157,1.0,0.499999999875,1.175458755285934,0.012228294059503783
172.217.6.200,4.0,2.0,2.0,72.0,3.0,4.0,72.0,12.529964086141668,1.0,0.499999999875,1.1754401672910189,0.012228100688646
113.52.156.18,4.0,2.0,2.0,65.0,3.0,4.0,65.0,15.099668870541494,1.0,0.499999999875,1.1754224744890238,0.012227916630477596
