node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,score_edpl,score_ewpl,score_elwpl,score_graph_deviance,score_lof,score_edpl_norm,score_ewpl_norm,score_elwpl_norm,score_graph_deviance_norm,score_lof_norm,oddball_score,majority_label,is_malicious,rank_asc
87.242.88.126,2.0,1.0,1.0,44.0,2.0,2.0,44.0,15.0996688705415,0.06034224842462947,0.158643314619284,5.97285532484903,0.25996203950091623,1.0313725726159337,0.01410498874696195,0.003952857440989314,0.11604908924223765,0.002775482224108828,6.723827544122088e-11,0.027376483544307207,BENIGN,False,1397
52.30.185.55,2.0,1.0,1.0,56.0,2.0,2.0,56.0,15.968719422671313,0.06034224842462947,0.5919452493490296,5.41988765063197,0.25957894434165074,0.9933307084562095,0.01410498874696195,0.014749283253207832,0.10530525041086428,0.002771392112311256,6.475821206879536e-11,0.027386182917620704,BENIGN,False,1398
188.42.149.180,2.0,1.0,1.0,74.0,2.0,2.0,74.0,16.73320053068151,0.06034224842462947,1.1547303959288622,4.7002299471639715,0.25904655883927447,0.98193127219425,0.01410498874696195,0.02877199489205012,0.09132272170199546,0.0027657081035957704,6.401504858393343e-11,0.02739308270172367,BENIGN,False,1399
52.31.20.17,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1400
54.82.227.84,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1401
52.20.8.16,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1402
52.52.224.195,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1403
172.231.68.154,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1404
104.90.89.219,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1405
213.133.105.188,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1406
52.44.215.252,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1407
52.72.224.189,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1408
52.87.102.192,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1409
167.114.231.10,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1410
178.250.0.77,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1411
34.227.134.173,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1412
54.165.178.143,2.0,1.0,1.0,27.0,2.0,2.0,27.0,8.48528137423857,0.06034224842462947,0.567853433578263,5.454838750708339,0.26092672529099525,1.0002040828743006,0.01410498874696195,0.014148996292077718,0.10598432986470648,0.002785781682704225,6.520630798932393e-11,0.027404819330331336,BENIGN,False,1413
172.217.9.232,6.0,3.0,3.0,151.0,4.0,6.0,151.0,27.89265136196269,0.243950247354966,0.3115885441590728,3.6630673060827434,0.12051112642395218,0.974871893694923,0.05702332252432154,0.007763737780328138,0.07117125756175319,0.0012866358866823401,6.355482649873906e-11,0.027448990763328008,BENIGN,False,1414
52.84.3.120,2.0,1.0,1.0,57.0,2.0,2.0,57.0,16.1245154965971,0.06034224842462947,0.6257035132211138,5.395258259869773,0.25954048433450316,0.9933930764220831,0.01410498874696195,0.015590425565834651,0.10482671573840151,0.0027709814944134195,6.4762278023795e-11,0.027458622322074765,BENIGN,False,1415
52.84.26.248,2.0,1.0,1.0,57.0,2.0,2.0,57.0,16.1245154965971,0.06034224842462947,0.6257035132211138,5.395258259869773,0.25954048433450316,0.9933930764220831,0.01410498874696195,0.015590425565834651,0.10482671573840151,0.0027709814944134195,6.4762278023795e-11,0.027458622322074765,BENIGN,False,1416
63.148.46.76,2.0,1.0,1.0,45.0,2.0,2.0,45.0,15.297058540778355,0.06034224842462947,0.19692620640895714,5.947296494737507,0.2599203191568161,0.9994302441550739,0.01410498874696195,0.004906738252396689,0.11555249610625468,0.002775036797254754,6.515585911921439e-11,0.02746785199360478,BENIGN,False,1417
162.208.20.184,4.0,1.0,3.0,54.0,4.0,4.0,54.0,11.661903789690601,0.08163975417739343,1.0927486612864754,4.6122801915147384,0.14549387437278152,1.0079886700610594,0.019083276544048417,0.027227618681968074,0.08961390933553674,0.0015533639558053813,6.571380860680874e-11,0.02749563371661448,BENIGN,False,1418
172.217.7.3,6.0,3.0,3.0,176.0,4.0,6.0,176.0,40.50925820105818,0.243950247354966,0.02336634477301432,4.047231669050108,0.11886597059649086,1.0065271756027305,0.05702332252432154,0.0005822106656456866,0.07863534668110816,0.0012690713962522217,6.561852939388989e-11,0.027501990266589227,BENIGN,False,1419
115.231.75.52,2.0,1.0,1.0,76.0,2.0,2.0,76.0,16.97056274847714,0.06034224842462947,1.212078471753578,4.656735660454895,0.25897545737892524,0.9728708330993424,0.01410498874696195,0.03020091592029616,0.09047765312334934,0.002764948989535555,6.342437134890028e-11,0.027509701368713474,BENIGN,False,1420
162.252.74.5,4.0,2.0,2.0,93.0,3.0,4.0,93.0,20.149441679609883,0.19001417498665832,0.16627577533072754,4.483955677535096,0.1806179962623995,0.96433615911114,0.04441577617542235,0.0041430326726950495,0.08712063900420378,0.0019283663066456196,6.28679703201583e-11,0.027521562844366947,BENIGN,False,1421
54.80.219.43,2.0,1.0,1.0,58.0,2.0,2.0,58.0,16.278820596099706,0.06034224842462947,0.659135922691838,5.370754236059748,0.2595021411982068,0.9868780523566366,0.01410498874696195,0.016423448683535506,0.10435061687257216,0.002770572124286106,6.433754403895809e-11,0.027529925298338653,BENIGN,False,1422
204.11.109.75,2.0,1.0,1.0,35.0,2.0,2.0,35.0,12.247448713915892,0.06034224842462947,0.2068029427488442,5.955080895054229,0.26042184296347726,1.0172539636432834,0.01410498874696195,0.005152833279013502,0.11570374245626994,0.002780391311371614,6.631784092109188e-11,0.02754839117198697,BENIGN,False,1423
23.195.254.62,2.0,1.0,1.0,35.0,2.0,2.0,35.0,12.247448713915892,0.06034224842462947,0.2068029427488442,5.955080895054229,0.26042184296347726,1.0172539636432834,0.01410498874696195,0.005152833279013502,0.11570374245626994,0.002780391311371614,6.631784092109188e-11,0.02754839117198697,BENIGN,False,1424
146.132.3.2,2.0,1.0,1.0,35.0,2.0,2.0,35.0,12.247448713915892,0.06034224842462947,0.2068029427488442,5.955080895054229,0.26042184296347726,1.0172539636432834,0.01410498874696195,0.005152833279013502,0.11570374245626994,0.002780391311371614,6.631784092109188e-11,0.02754839117198697,BENIGN,False,1425
104.76.110.48,1.0,0.0,1.0,104.0,2.0,1.0,104.0,0.0,0.170586372829962,3.8095427091957097,8.955189307532077e-09,0.27999525526407537,1.1510972841077467,0.039874531227603066,0.09492098221062002,1.7399409605776618e-10,0.0029893666602716275,7.504348894228315e-11,0.027556976069506467,,,1426
52.2.197.58,2.0,1.0,1.0,46.0,2.0,2.0,46.0,15.491933384829668,0.06034224842462947,0.23478326112196327,5.9217433041910414,0.2598787959387515,0.9732052691385487,0.01410498874696195,0.005850008637129661,0.1150560125437258,0.002774593475014909,6.344617423867909e-11,0.0275571206932557,BENIGN,False,1427
66.180.64.115,2.0,1.0,1.0,77.0,2.0,2.0,77.0,17.08800749063506,0.06034224842462947,1.2404126023398123,4.63518149111402,0.25894000356203845,0.9755241591996864,0.01410498874696195,0.030906907087907234,0.09005886820636415,0.002764570467199236,6.359734964588738e-11,0.027567066914405986,BENIGN,False,1428
47.89.67.245,2.0,1.0,1.0,77.0,2.0,2.0,77.0,17.08800749063506,0.06034224842462947,1.2404126023398123,4.63518149111402,0.25894000356203845,0.9755241591996864,0.01410498874696195,0.030906907087907234,0.09005886820636415,0.002764570467199236,6.359734964588738e-11,0.027567066914405986,BENIGN,False,1429
199.38.164.157,2.0,1.0,1.0,38.0,2.0,2.0,38.0,13.856406460551018,0.06034224842462947,0.08057603672961439,6.125116712856393,0.2602169803861645,1.1460284295100203,0.01410498874696195,0.0020076836336686598,0.11900743905049456,0.0027782040980276644,7.471303508820306e-11,0.02757966312077318,BENIGN,False,1430
219.127.237.66,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1431
52.84.145.135,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1432
104.16.204.165,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1433
23.21.49.58,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1434
185.80.53.234,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1435
37.157.2.41,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1436
69.147.64.34,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1437
213.180.204.143,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1438
205.185.208.66,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1439
64.41.197.55,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1440
59.106.222.101,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1441
210.160.193.188,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1442
204.13.194.232,2.0,1.0,1.0,20.0,2.0,2.0,20.0,6.0,0.06034224842462947,0.9156325382090336,5.05368079277943,0.26130527036283363,1.0002703185029191,0.01410498874696195,0.022814481029707106,0.0981900651239809,0.0027898232155369744,6.521062608887333e-11,0.027579871636279514,BENIGN,False,1443
204.237.173.153,9.0,4.0,5.0,119.0,6.0,9.0,119.0,13.416407864998739,0.1463602629518158,1.9215502948799206,2.7416446988608287,0.25225139235322147,1.037391222543958,0.03421168278998265,0.04787856582282992,0.05326855465675456,0.002693159573709992,6.763064930532156e-11,0.027610392582181554,BENIGN,False,1444
52.1.175.140,2.0,1.0,1.0,78.0,2.0,2.0,78.0,17.204650534085253,0.06034224842462947,1.2685254219858655,4.613754475764465,0.25890461258674635,0.9803535074577987,0.01410498874696195,0.031607383931774084,0.0896425538171389,0.002764192615790601,6.391218936239927e-11,0.027623823835115545,BENIGN,False,1445
107.20.148.112,2.0,1.0,1.0,78.0,2.0,2.0,78.0,17.204650534085253,0.06034224842462947,1.2685254219858655,4.613754475764465,0.25890461258674635,0.9803535074577987,0.01410498874696195,0.031607383931774084,0.0896425538171389,0.002764192615790601,6.391218936239927e-11,0.027623823835115545,BENIGN,False,1446
194.226.130.228,2.0,1.0,1.0,31.0,2.0,2.0,31.0,10.392304845413264,0.06034224842462947,0.382672038655745,5.751548635670407,0.26067225082162343,1.1706771934077238,0.01410498874696195,0.009534899211410205,0.11174922957285191,0.0027830647884700245,7.631996203220334e-11,0.027634436479202808,BENIGN,False,1447
23.46.61.150,2.0,1.0,1.0,31.0,2.0,2.0,31.0,10.392304845413264,0.06034224842462947,0.382672038655745,5.751548635670407,0.26067225082162343,1.1706771934077238,0.01410498874696195,0.009534899211410205,0.11174922957285191,0.0027830647884700245,7.631996203220334e-11,0.027634436479202808,BENIGN,False,1448
54.192.37.221,2.0,1.0,1.0,47.0,2.0,2.0,47.0,15.684387141358123,0.06034224842462947,0.2722242239837574,5.896211683627898,0.25983746249896567,0.9730728004190142,0.01410498874696195,0.006782911413406232,0.11455994807337032,0.0027741521789410397,6.343753820502074e-11,0.027644400095223415,BENIGN,False,1449
52.219.72.8,2.0,1.0,1.0,47.0,2.0,2.0,47.0,15.684387141358123,0.06034224842462947,0.2722242239837574,5.896211683627898,0.25983746249896567,0.9730728004190142,0.01410498874696195,0.006782911413406232,0.11455994807337032,0.0027741521789410397,6.343753820502074e-11,0.027644400095223415,BENIGN,False,1450
61.215.208.240,2.0,1.0,1.0,60.0,2.0,2.0,60.0,16.583123951777,0.06034224842462947,0.7250502229972761,5.322129658668489,0.25942579251990017,1.0203539757659492,0.01410498874696195,0.018065811193769415,0.10340586974341129,0.00276975698835364,6.651994002136778e-11,0.027669285347803246,BENIGN,False,1451
59.106.216.193,7.0,3.0,4.0,113.0,5.0,7.0,113.0,19.849433241279208,0.12765736145745316,1.314823792141763,3.806517864361325,0.17424255363573232,0.9844570179471596,0.029839883229960822,0.03276098348568917,0.07395841809622349,0.0018602989545233185,6.417970953492021e-11,0.027683916766115303,BENIGN,False,1452
119.205.194.17,3.0,1.0,2.0,208.0,3.0,3.0,208.0,44.42971978304612,0.00953256430871063,2.566288579408597,3.612348152185466,0.19612076166021797,1.048268822938401,0.002228235039534495,0.06394327382269713,0.07018581403486436,0.002093881432887822,6.833979274279538e-11,0.027690240879664724,BENIGN,False,1453
54.178.183.92,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,0.06034224842462947,0.309258569248459,5.870715652924057,0.2597963119351387,0.986770244341756,0.01410498874696195,0.007705682647750754,0.11406457509318722,0.002773712835340593,6.433051571069748e-11,0.027729791877514204,BENIGN,False,1454
23.208.218.57,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,0.06034224842462947,0.309258569248459,5.870715652924057,0.2597963119351387,0.986770244341756,0.01410498874696195,0.007705682647750754,0.11406457509318722,0.002773712835340593,6.433051571069748e-11,0.027729791877514204,BENIGN,False,1455
169.55.70.153,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,0.06034224842462947,0.309258569248459,5.870715652924057,0.2597963119351387,0.986770244341756,0.01410498874696195,0.007705682647750754,0.11406457509318722,0.002773712835340593,6.433051571069748e-11,0.027729791877514204,BENIGN,False,1456
52.196.193.205,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,0.06034224842462947,0.309258569248459,5.870715652924057,0.2597963119351387,0.986770244341756,0.01410498874696195,0.007705682647750754,0.11406457509318722,0.002773712835340593,6.433051571069748e-11,0.027729791877514204,BENIGN,False,1457
52.33.209.128,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1458
52.200.140.34,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1459
52.52.149.36,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1460
204.236.231.152,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1461
23.21.56.145,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1462
52.55.225.127,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1463
52.192.136.173,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1464
151.101.1.28,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1465
185.86.139.58,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1466
52.5.134.245,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1467
199.16.156.41,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1468
52.1.83.69,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1469
54.148.79.143,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1470
212.48.7.148,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1471
54.210.85.226,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1472
52.35.43.63,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1473
54.152.13.143,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1474
52.0.244.10,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,0.06034224842462947,0.6156760252361867,5.478713393523156,0.2609669773045029,1.0000947973660013,0.01410498874696195,0.0153405743156211,0.1064482002255231,0.0027862114329407963,6.519918333883014e-11,0.027735994957249228,BENIGN,False,1475
23.2.12.111,3.0,2.0,1.0,28.0,3.0,3.0,28.0,8.124038404635959,0.00953256430871063,1.3150532728183784,5.232394654932856,0.20369121478589794,1.440138612627213,0.002228235039534495,0.03276670137176776,0.10166237104968857,0.002174707303153776,9.38869612013864e-11,0.027766402971606312,BENIGN,False,1476
23.10.108.151,8.0,4.0,4.0,649.0,5.0,8.0,649.0,62.481997407253225,0.26230941842099853,2.615791249524118,0.538820548327399,0.17725642177758488,1.0270441399410202,0.061314775164065104,0.06517671374662061,0.01046896844098233,0.00189247648886479,6.695609191593433e-11,0.02777058678149778,BENIGN,False,1477
52.84.26.74,4.0,2.0,2.0,90.0,3.0,4.0,90.0,19.28730152198591,0.19001417498665832,0.22932532731762892,4.471846108930728,0.18076431913172403,1.0215669270414987,0.04441577617542235,0.005714015296958567,0.08688535716139623,0.001929928521358085,6.659901595777292e-11,0.027789015444346848,BENIGN,False,1478
23.195.253.127,2.0,1.0,1.0,49.0,2.0,2.0,49.0,16.06237840420901,0.06034224842462947,0.34589550225786747,5.845267551623993,0.2597553377534752,0.9956166974345493,0.01410498874696195,0.008618551706297667,0.11357013335331614,0.0027732753748826245,6.490724255560708e-11,0.027813389849273125,BENIGN,False,1479
52.84.26.215,2.0,1.0,1.0,49.0,2.0,2.0,49.0,16.06237840420901,0.06034224842462947,0.34589550225786747,5.845267551623993,0.2597553377534752,0.9956166974345493,0.01410498874696195,0.008618551706297667,0.11357013335331614,0.0027732753748826245,6.490724255560708e-11,0.027813389849273125,BENIGN,False,1480
172.217.10.104,6.0,3.0,3.0,123.0,4.0,6.0,123.0,17.464249196572993,0.243950247354966,0.7283123624320905,3.2260773225943105,0.12206350216130477,0.9964763720150055,0.05702332252432154,0.018147092728824303,0.06268079749974007,0.0013032098113693127,6.496328732329362e-11,0.027830884525843702,BENIGN,False,1481
114.80.165.233,2.0,1.0,1.0,82.0,2.0,2.0,82.0,17.663521732655695,0.06034224842462947,1.3788388859087524,4.529294839826243,0.2587636523307622,1.0015837034166797,0.01410498874696195,0.03435602416130624,0.0880015524375166,0.0027626876549680865,6.529624959577713e-11,0.027845050613209826,BENIGN,False,1482
176.34.20.89,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,0.06034224842462947,0.2499359460224854,5.980188919802256,0.26046422679931885,1.0532721065690391,0.01410498874696195,0.006227562544167825,0.11619157670742915,0.002780843821988909,6.866597182860736e-11,0.027860994377842757,BENIGN,False,1483
199.38.165.156,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,0.06034224842462947,0.2499359460224854,5.980188919802256,0.26046422679931885,1.0532721065690391,0.01410498874696195,0.006227562544167825,0.11619157670742915,0.002780843821988909,6.866597182860736e-11,0.027860994377842757,BENIGN,False,1484
104.24.113.60,2.0,1.0,1.0,34.0,2.0,2.0,34.0,12.041594578792298,0.06034224842462947,0.2499359460224854,5.980188919802256,0.26046422679931885,1.0532721065690391,0.01410498874696195,0.006227562544167825,0.11619157670742915,0.002780843821988909,6.866597182860736e-11,0.027860994377842757,BENIGN,False,1485
