node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,isolation_forest_score_raw,isolation_forest_score
208.80.154.240,2.0,1.0,1.0,92.0,2.0,2.0,92.0,13.416407864998739,1.0,0.49999999975,0.33126807884774895,0.3780731947107826
46.105.198.136,2.0,1.0,1.0,8.0,2.0,2.0,8.0,3.4641016151377544,1.0,0.49999999975,0.3310773197086238,0.3778554830695035
46.166.142.173,2.0,1.0,1.0,8.0,2.0,2.0,8.0,3.4641016151377544,1.0,0.49999999975,0.3310773197086238,0.3778554830695035
23.208.103.179,2.0,1.0,1.0,65.0,2.0,2.0,65.0,23.45207879911715,1.0,0.49999999975,0.3310685434785467,0.377845466839282
192.229.173.215,2.0,1.0,1.0,65.0,2.0,2.0,65.0,23.45207879911715,1.0,0.49999999975,0.3310685434785467,0.377845466839282
52.69.3.207,2.0,1.0,1.0,86.0,2.0,2.0,86.0,20.12461179749811,1.0,0.49999999975,0.3310582888742602,0.37783376335424784
212.48.7.24,2.0,1.0,1.0,80.0,2.0,2.0,80.0,22.60530911091463,1.0,0.49999999975,0.3310445865948374,0.3778181250694658
31.172.81.160,2.0,1.0,1.0,73.0,2.0,2.0,73.0,22.80350850198276,1.0,0.49999999975,0.33099498244565345,0.377761512312758
203.154.100.126,2.0,1.0,1.0,46.0,2.0,2.0,46.0,22.999999999999996,1.0,0.49999999975,0.33087736009207297,0.3776272710084275
178.248.238.8,2.0,1.0,1.0,72.0,2.0,2.0,72.0,22.627416997969522,1.0,0.49999999975,0.3307967699063826,0.3775352941748242
14.128.25.249,2.0,1.0,1.0,70.0,2.0,2.0,70.0,22.271057451320086,1.0,0.49999999975,0.3305312270053925,0.37723223251775384
89.186.73.156,2.0,1.0,1.0,85.0,2.0,2.0,85.0,15.684387141358123,1.0,0.49999999975,0.33053090612302627,0.37723186629767685
74.125.192.155,2.0,1.0,1.0,8.0,2.0,2.0,8.0,3.872983346207417,1.0,0.49999999975,0.33045907152186466,0.37714988213172157
52.84.145.138,2.0,1.0,1.0,8.0,2.0,2.0,8.0,3.872983346207417,1.0,0.49999999975,0.33045907152186466,0.37714988213172157
106.11.94.27,2.0,1.0,1.0,50.0,2.0,2.0,50.0,22.44994432064365,1.0,0.49999999975,0.33039955743598387,0.37708195925591204
63.251.109.81,2.0,1.0,1.0,85.0,2.0,2.0,85.0,18.0,1.0,0.49999999975,0.33030125004588473,0.3769697619407716
104.76.108.221,2.0,1.0,1.0,63.0,2.0,2.0,63.0,22.045407685048602,1.0,0.49999999975,0.33019923139373614,0.37685332899657703
104.97.74.39,2.0,1.0,1.0,84.0,2.0,2.0,84.0,17.88854381999832,1.0,0.49999999975,0.3300494921743236,0.37668243301029997
169.54.33.156,2.0,1.0,1.0,81.0,2.0,2.0,81.0,19.49358868961793,1.0,0.49999999975,0.32991964076937735,0.3765342348027441
185.11.128.207,2.0,1.0,1.0,82.0,2.0,2.0,82.0,19.621416870348586,1.0,0.49999999975,0.32989513383318025,0.3765062652631107
88.212.196.101,2.0,1.0,1.0,56.0,2.0,2.0,56.0,22.978250586152114,1.0,0.49999999975,0.32960395917467294,0.3761739503182371
114.80.165.233,2.0,1.0,1.0,82.0,2.0,2.0,82.0,17.663521732655695,1.0,0.49999999975,0.329468569644179,0.3760194314992121
104.105.77.229,2.0,1.0,1.0,59.0,2.0,2.0,59.0,22.135943621178658,1.0,0.49999999975,0.32945227291608215,0.37600083219415276
91.211.74.51,2.0,1.0,1.0,73.0,2.0,2.0,73.0,20.049937655763422,1.0,0.49999999975,0.32929631756593597,0.37582284179535824
151.101.0.222,2.0,1.0,1.0,75.0,2.0,2.0,75.0,20.346989949375804,1.0,0.49999999975,0.32929631756593597,0.37582284179535824
174.35.72.225,2.0,1.0,1.0,73.0,2.0,2.0,73.0,20.049937655763422,1.0,0.49999999975,0.32929631756593597,0.37582284179535824
5.255.255.60,2.0,1.0,1.0,73.0,2.0,2.0,73.0,20.049937655763422,1.0,0.49999999975,0.32929631756593597,0.37582284179535824
101.69.185.208,2.0,1.0,1.0,53.0,2.0,2.0,53.0,22.181073012818835,1.0,0.49999999975,0.32916657854542386,0.3756747718511177
52.84.145.243,2.0,1.0,1.0,72.0,2.0,2.0,72.0,19.8997487421324,1.0,0.49999999975,0.32909912225259624,0.3755977846079719
195.60.188.38,2.0,1.0,1.0,77.0,2.0,2.0,77.0,20.639767440550294,1.0,0.49999999975,0.3290198250576099,0.375507283452701
103.43.91.16,2.0,1.0,1.0,76.0,2.0,2.0,76.0,20.493901531919196,1.0,0.49999999975,0.3290198250576099,0.375507283452701
216.58.219.193,2.0,1.0,1.0,79.0,2.0,2.0,79.0,20.928449536456345,1.0,0.49999999975,0.3290198250576099,0.375507283452701
40.117.35.172,2.0,1.0,1.0,84.0,2.0,2.0,84.0,12.806248474865697,1.0,0.49999999975,0.32894557154961473,0.3754225386107474
205.180.85.204,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.84.140.151,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.84.145.167,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.20.242.25,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.68.223.188,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.22.137.88,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
54.165.125.146,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
173.194.157.120,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.84.3.155,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
208.81.233.32,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.84.26.13,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
204.2.197.202,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.71.229.141,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
5.45.205.233,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
52.2.17.73,2.0,1.0,1.0,9.0,2.0,2.0,9.0,2.8284271247461903,1.0,0.49999999975,0.32889444243637683,0.3753641854266682
23.50.71.248,2.0,1.0,1.0,65.0,2.0,2.0,65.0,21.354156504062622,1.0,0.49999999975,0.3288723416431765,0.3753389619957842
78.155.222.211,2.0,1.0,1.0,70.0,2.0,2.0,70.0,21.000000000000004,1.0,0.49999999975,0.3288349421166747,0.375296278262071
54.165.80.212,2.0,1.0,1.0,65.0,2.0,2.0,65.0,20.149441679609886,1.0,0.49999999975,0.3285523854878397,0.37497379899476
52.0.235.123,2.0,1.0,1.0,65.0,2.0,2.0,65.0,20.149441679609886,1.0,0.49999999975,0.3285523854878397,0.37497379899476
23.206.163.180,2.0,1.0,1.0,60.0,2.0,2.0,60.0,21.424285285628546,1.0,0.49999999975,0.32842166525972327,0.37482460920735516
23.194.141.252,2.0,1.0,1.0,83.0,2.0,2.0,83.0,12.727922061357855,1.0,0.49999999975,0.32836659203825247,0.37476175464902617
104.79.151.156,2.0,1.0,1.0,83.0,2.0,2.0,83.0,12.727922061357855,1.0,0.49999999975,0.32836659203825247,0.37476175464902617
172.217.6.202,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
104.16.27.35,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
52.87.66.130,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
198.232.124.194,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
65.55.44.108,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
52.202.14.112,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
78.140.191.213,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
104.20.9.120,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
52.84.26.15,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
173.194.175.155,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
52.94.225.218,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
188.42.162.212,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
91.215.103.65,2.0,1.0,1.0,10.0,2.0,2.0,10.0,3.0,1.0,0.49999999975,0.328312745365273,0.3747002999391467
5.79.65.138,2.0,1.0,1.0,80.0,2.0,2.0,80.0,15.198684153570664,1.0,0.49999999975,0.3282929402337463,0.37467769652569977
183.79.248.252,2.0,1.0,1.0,70.0,2.0,2.0,70.0,19.595917942265423,1.0,0.49999999975,0.3280920861054429,0.37444846356663336
37.9.239.35,2.0,1.0,1.0,70.0,2.0,2.0,70.0,19.595917942265423,1.0,0.49999999975,0.3280920861054429,0.37444846356663336
216.58.212.206,2.0,1.0,1.0,63.0,2.0,2.0,63.0,19.79898987322333,1.0,0.49999999975,0.3280166696468877,0.37436239145996103
37.202.2.165,2.0,1.0,1.0,58.0,2.0,2.0,58.0,20.999999999999996,1.0,0.49999999975,0.32785963275877283,0.3741831667118853
104.27.215.30,2.0,1.0,1.0,69.0,2.0,2.0,69.0,19.44222209522358,1.0,0.49999999975,0.3277872661859373,0.3741005754115784
23.194.142.60,2.0,1.0,1.0,59.0,2.0,2.0,59.0,20.199009876724155,1.0,0.49999999975,0.3277615252152841,0.37407119747983303
184.73.198.136,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.3277352154344152,0.374041170370249
151.101.44.230,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.3277352154344152,0.374041170370249
199.16.156.120,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.3277352154344152,0.374041170370249
46.4.25.136,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.3277352154344152,0.374041170370249
52.84.145.61,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.3277352154344152,0.374041170370249
52.1.175.140,2.0,1.0,1.0,78.0,2.0,2.0,78.0,17.204650534085253,1.0,0.49999999975,0.3276679580233937,0.3739644101090692
107.20.148.112,2.0,1.0,1.0,78.0,2.0,2.0,78.0,17.204650534085253,1.0,0.49999999975,0.3276679580233937,0.3739644101090692
104.244.46.135,2.0,1.0,1.0,52.0,2.0,2.0,52.0,21.236760581595302,1.0,0.49999999975,0.3276492054843946,0.3739430080097393
31.13.73.7,2.0,1.0,1.0,54.0,2.0,2.0,54.0,20.124611797498105,1.0,0.49999999975,0.32757531949355784,0.3738586826117197
115.231.75.52,2.0,1.0,1.0,76.0,2.0,2.0,76.0,16.97056274847714,1.0,0.49999999975,0.3274827878456668,0.37375307709774536
47.89.67.245,2.0,1.0,1.0,77.0,2.0,2.0,77.0,17.08800749063506,1.0,0.49999999975,0.3274827878456668,0.37375307709774536
66.180.64.115,2.0,1.0,1.0,77.0,2.0,2.0,77.0,17.08800749063506,1.0,0.49999999975,0.3274827878456668,0.37375307709774536
204.236.135.247,2.0,1.0,1.0,57.0,2.0,2.0,57.0,19.79898987322333,1.0,0.49999999975,0.3273726102485776,0.3736273324251468
52.84.143.82,2.0,1.0,1.0,61.0,2.0,2.0,61.0,19.44222209522358,1.0,0.49999999975,0.327285146586682,0.37352751095671854
151.101.117.108,2.0,1.0,1.0,61.0,2.0,2.0,61.0,19.44222209522358,1.0,0.49999999975,0.327285146586682,0.37352751095671854
107.21.246.115,2.0,1.0,1.0,49.0,2.0,2.0,49.0,18.973665961010276,1.0,0.49999999975,0.32724573017920344,0.3734825253753994
104.88.19.52,2.0,1.0,1.0,67.0,2.0,2.0,67.0,19.13112646970899,1.0,0.49999999975,0.3272047013616706,0.37343569956539746
192.229.163.248,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,0.3271363556567255,0.3733576972444275
176.9.100.16,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,0.3271363556567255,0.3733576972444275
202.241.208.54,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,0.3271363556567255,0.3733576972444275
88.99.115.103,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,0.3271363556567255,0.3733576972444275
52.86.63.221,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,0.3271363556567255,0.3733576972444275
52.192.163.162,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,0.3271363556567255,0.3733576972444275
104.20.254.41,2.0,1.0,1.0,11.0,2.0,2.0,11.0,3.1622776601683795,1.0,0.49999999975,0.3271363556567255,0.3733576972444275
52.84.145.44,2.0,1.0,1.0,72.0,2.0,2.0,72.0,18.30300521772313,1.0,0.49999999975,0.3269882298306118,0.37318864260900125
34.198.61.240,2.0,1.0,1.0,66.0,2.0,2.0,66.0,18.973665961010276,1.0,0.49999999975,0.3269143462272979,0.3731043199358394
91.192.148.28,2.0,1.0,1.0,80.0,2.0,2.0,80.0,8.88819441731559,1.0,0.49999999975,0.3269099568928724,0.3730993104290536
54.235.184.202,2.0,1.0,1.0,80.0,2.0,2.0,80.0,8.88819441731559,1.0,0.49999999975,0.3269099568928724,0.3730993104290536
139.196.177.242,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,0.32682617028616806,0.37300368554970853
119.167.164.21,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,0.32682617028616806,0.37300368554970853
72.21.81.131,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.58257569495584,1.0,0.49999999975,0.32682617028616806,0.37300368554970853
23.207.24.147,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
151.101.124.84,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
210.157.19.63,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
63.140.35.161,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
222.255.27.192,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
74.217.253.60,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
85.25.30.170,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
104.72.154.233,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
23.204.233.253,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
52.204.250.205,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
72.5.205.53,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
38.69.238.105,2.0,1.0,1.0,10.0,2.0,2.0,10.0,4.0,1.0,0.49999999975,0.3267907795853458,0.3729632944701652
23.208.164.192,2.0,1.0,1.0,65.0,2.0,2.0,65.0,18.814887722226775,1.0,0.49999999975,0.3267838519638727,0.3729553880398469
218.76.93.88,2.0,1.0,1.0,65.0,2.0,2.0,65.0,18.814887722226775,1.0,0.49999999975,0.3267838519638727,0.3729553880398469
64.34.226.83,2.0,1.0,1.0,64.0,2.0,2.0,64.0,18.654758106177628,1.0,0.49999999975,0.3267838519638727,0.3729553880398469
184.169.142.67,2.0,1.0,1.0,48.0,2.0,2.0,48.0,17.88854381999832,1.0,0.49999999975,0.3267564239953107,0.3729240847529901
38.71.5.33,2.0,1.0,1.0,56.0,2.0,2.0,56.0,19.595917942265423,1.0,0.49999999975,0.3266954930761059,0.37285454485841124
185.54.150.115,2.0,1.0,1.0,52.0,2.0,2.0,52.0,19.672315572906,1.0,0.49999999975,0.3266954930761059,0.37285454485841124
188.42.149.180,2.0,1.0,1.0,74.0,2.0,2.0,74.0,16.73320053068151,1.0,0.49999999975,0.3266714078503398,0.37282705661299265
104.118.220.130,2.0,1.0,1.0,67.0,2.0,2.0,67.0,17.60681686165901,1.0,0.49999999975,0.32667028352189065,0.37282577342733175
35.157.203.170,2.0,1.0,1.0,62.0,2.0,2.0,62.0,18.33030277982336,1.0,0.49999999975,0.3265309511473074,0.3726667546768124
13.113.123.157,2.0,1.0,1.0,76.0,2.0,2.0,76.0,12.165525060596439,1.0,0.49999999975,0.32652798580717396,0.3726633703615425
203.205.191.22,2.0,1.0,1.0,77.0,2.0,2.0,77.0,12.24744871391589,1.0,0.49999999975,0.32652798580717396,0.3726633703615425
54.223.26.130,2.0,1.0,1.0,46.0,2.0,2.0,46.0,18.973665961010276,1.0,0.49999999975,0.32636509320711093,0.3724774625435759
173.194.208.157,2.0,1.0,1.0,59.0,2.0,2.0,59.0,19.078784028338912,1.0,0.49999999975,0.3262774480557034,0.3723774339428462
52.1.161.171,2.0,1.0,1.0,70.0,2.0,2.0,70.0,16.24807680927192,1.0,0.49999999975,0.32626534760762504,0.3723636238133634
54.175.113.185,2.0,1.0,1.0,68.0,2.0,2.0,68.0,16.0,1.0,0.49999999975,0.3262474710745048,0.3723432214914414
66.242.12.46,2.0,1.0,1.0,78.0,2.0,2.0,78.0,8.774964387392123,1.0,0.49999999975,0.32619508649955853,0.37228343546052534
148.251.237.196,2.0,1.0,1.0,66.0,2.0,2.0,66.0,17.46424919657298,1.0,0.49999999975,0.32594961915688403,0.37200328585249515
52.84.3.221,2.0,1.0,1.0,60.0,2.0,2.0,60.0,18.0,1.0,0.49999999975,0.3259182393685986,0.37196747239033573
52.84.141.248,2.0,1.0,1.0,50.0,2.0,2.0,50.0,16.24807680927192,1.0,0.49999999975,0.325872765643078,0.37191557364795536
52.84.145.71,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
52.84.145.250,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
104.97.73.123,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
52.216.84.133,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
54.65.9.222,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
184.73.213.214,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
192.229.173.136,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
52.216.85.35,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
34.210.90.78,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
23.194.101.11,2.0,1.0,1.0,12.0,2.0,2.0,12.0,3.3166247903554,1.0,0.49999999975,0.32585576959225576,0.3718961762123371
104.192.142.100,2.0,1.0,1.0,44.0,2.0,2.0,44.0,18.439088914585774,1.0,0.49999999975,0.3258486710133548,0.37188807466988744
52.84.26.215,2.0,1.0,1.0,49.0,2.0,2.0,49.0,16.06237840420901,1.0,0.49999999975,0.32581902628480963,0.3718542414153632
23.195.253.127,2.0,1.0,1.0,49.0,2.0,2.0,49.0,16.06237840420901,1.0,0.49999999975,0.32581902628480963,0.3718542414153632
94.23.171.206,2.0,1.0,1.0,57.0,2.0,2.0,57.0,18.708286933869708,1.0,0.49999999975,0.32579309887860863,0.3718246507064514
169.55.70.153,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,1.0,0.49999999975,0.32574794782525984,0.37177312022683645
54.178.183.92,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,1.0,0.49999999975,0.32574794782525984,0.37177312022683645
52.196.193.205,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,1.0,0.49999999975,0.32574794782525984,0.37177312022683645
23.208.218.57,2.0,1.0,1.0,48.0,2.0,2.0,48.0,15.874507866387543,1.0,0.49999999975,0.32574794782525984,0.37177312022683645
178.248.238.5,2.0,1.0,1.0,75.0,2.0,2.0,75.0,12.083045973594572,1.0,0.49999999975,0.32566063786564664,0.37167347417740165
207.178.0.69,2.0,1.0,1.0,75.0,2.0,2.0,75.0,12.083045973594572,1.0,0.49999999975,0.32566063786564664,0.37167347417740165
52.216.32.115,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,0.3256445169456557,0.3716550755205077
222.255.27.165,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,0.3256445169456557,0.3716550755205077
72.246.45.9,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,0.3256445169456557,0.3716550755205077
34.199.97.28,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,0.3256445169456557,0.3716550755205077
52.84.145.118,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,0.3256445169456557,0.3716550755205077
8.43.72.32,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,0.3256445169456557,0.3716550755205077
54.65.28.17,2.0,1.0,1.0,13.0,2.0,2.0,13.0,3.4641016151377544,1.0,0.49999999975,0.3256445169456557,0.3716550755205077
198.232.125.113,2.0,1.0,1.0,48.0,2.0,2.0,48.0,16.941074346097416,1.0,0.49999999975,0.32561964193240855,0.3716266858979412
52.84.145.242,2.0,1.0,1.0,59.0,2.0,2.0,59.0,17.832554500127006,1.0,0.49999999975,0.3255979210373852,0.37160189604133315
104.20.16.243,2.0,1.0,1.0,58.0,2.0,2.0,58.0,17.663521732655692,1.0,0.49999999975,0.3255979210373852,0.37160189604133315
107.21.240.21,2.0,1.0,1.0,58.0,2.0,2.0,58.0,17.663521732655692,1.0,0.49999999975,0.3255979210373852,0.37160189604133315
52.206.28.50,2.0,1.0,1.0,59.0,2.0,2.0,59.0,17.832554500127006,1.0,0.49999999975,0.3255979210373852,0.37160189604133315
104.79.88.192,2.0,1.0,1.0,47.0,2.0,2.0,47.0,16.73320053068151,1.0,0.49999999975,0.32554045941799864,0.37153631562655154
23.208.165.227,2.0,1.0,1.0,47.0,2.0,2.0,47.0,16.73320053068151,1.0,0.49999999975,0.32554045941799864,0.37153631562655154
52.34.178.251,2.0,1.0,1.0,51.0,2.0,2.0,51.0,18.547236990991408,1.0,0.49999999975,0.32551057766992164,0.3715022118638277
192.229.163.55,2.0,1.0,1.0,65.0,2.0,2.0,65.0,15.620499351813308,1.0,0.49999999975,0.32550103559783505,0.37149132158520354
52.219.72.8,2.0,1.0,1.0,47.0,2.0,2.0,47.0,15.684387141358123,1.0,0.49999999975,0.32549219593955475,0.37148123296496033
54.192.37.221,2.0,1.0,1.0,47.0,2.0,2.0,47.0,15.684387141358123,1.0,0.49999999975,0.32549219593955475,0.37148123296496033
182.22.25.252,2.0,1.0,1.0,52.0,2.0,2.0,52.0,17.74823934929885,1.0,0.49999999975,0.3253155690829881,0.3712796503670652
72.5.205.41,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
104.196.28.126,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
52.216.0.192,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
52.216.82.8,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
104.97.75.177,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
72.5.205.37,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
151.101.129.108,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
209.15.36.33,2.0,1.0,1.0,11.0,2.0,2.0,11.0,4.242640687119285,1.0,0.49999999975,0.32530100364577963,0.37126302696828517
172.217.6.232,2.0,1.0,1.0,54.0,2.0,2.0,54.0,18.138357147217054,1.0,0.49999999975,0.3252975479532454,0.37125908301835525
23.194.141.58,2.0,1.0,1.0,63.0,2.0,2.0,63.0,15.362291495737216,1.0,0.49999999975,0.32518685631919103,0.37113275168012233
54.86.173.38,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,0.3251350852886866,0.37107366588180346
52.208.59.61,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,0.3251350852886866,0.37107366588180346
8.43.72.72,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,0.3251350852886866,0.37107366588180346
23.23.92.100,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,0.3251350852886866,0.37107366588180346
34.204.222.123,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,0.3251350852886866,0.37107366588180346
54.173.192.229,2.0,1.0,1.0,14.0,2.0,2.0,14.0,3.605551275463989,1.0,0.49999999975,0.3251350852886866,0.37107366588180346
